global_cluster,global_docs,global_local,global_tf_idf,local_avg,r,signature,theta,word,x,y
zone18,9,2.0,1,0.00,180.0,540,2.06,seclus,179.88,6.46
zone18,9,319.25300000000004,1,3172.53,180.0,420,2.74,hira,179.79,8.61
zone18,7,124.91900000000001,1,1229.19,180.0,439,3.43,move,179.68,10.76
zone18,8,119.528,1,1175.28,180.0,432,4.11,hast,179.54,12.91
zone18,7,136.4,1,1344.00,180.0,325,4.8,lip,179.37,15.06
zone18,7,54.855,1,528.55,180.0,211,5.49,ra,179.18,17.21
zone18,10,2487.5830000000005,1,24855.83,180.0,845,6.17,heracliu,178.96,19.35
zone18,9,168.703,1,1667.03,180.0,429,6.86,iraq,178.71,21.49
zone18,7,50.211000000000006,1,482.11,180.0,622,7.54,branch,178.44,23.63
zone18,7,48.059,1,460.59,180.0,630,8.23,forbid,178.15,25.76
zone18,7,165.29000000000002,1,1632.90,180.0,647,8.91,shaqiq,177.83,27.89
zone18,11,95.24600000000001,1,932.46,180.0,319,9.6,bit,177.48,30.02
zone18,13,153.93800000000002,1,1519.38,180.0,946,10.29,muadhdhin,177.11,32.14
zone18,9,146.376,1,1443.76,180.0,437,10.97,wait,176.71,34.26
zone18,12,75.598,1,735.98,180.0,630,11.66,breath,176.29,36.37
zone18,9,132.21099999999998,1,1302.11,180.0,528,12.34,barza,175.84,38.48
zone18,11,133.66500000000002,1,1316.65,180.0,407,13.03,abu_,175.37,40.58
zone18,11,118.577,1,1165.77,180.0,438,13.71,love,174.87,42.67
zone18,9,101.202,1,992.02,180.0,1460,14.4,umar_bin_abdul,174.34,44.76
zone18,10,37.601,1,356.01,180.0,435,15.09,rise,173.8,46.85
zone18,7,97.97500000000001,1,959.75,180.0,639,15.77,ismail,173.22,48.92
zone18,9,60.014,1,580.14,180.0,761,16.46,success,172.63,50.99
zone18,9,93.642,1,916.42,180.0,449,17.14,stay,172.0,53.06
zone18,12,443.0520000000001,1,4410.52,180.0,528,17.83,labor,171.36,55.11
zone18,8,91.07600000000001,1,890.76,180.0,514,18.51,batch,170.68,57.16
zone18,9,135.872,1,1338.72,180.0,777,19.2,horizon,169.99,59.2
zone18,12,65.714,1,637.14,180.0,756,19.89,complet,169.27,61.23
zone18,9,56.776,1,547.76,180.0,644,20.57,surfac,168.52,63.25
zone18,9,81.17000000000002,1,791.70,180.0,1975,21.26,narrated_ibn_shihab,167.75,65.26
zone18,7,42.396,1,403.96,180.0,664,21.94,interv,166.96,67.26
zone18,13,140.361,1,1383.61,180.0,432,22.63,veil,166.14,69.26
zone18,10,2.0,1,0.00,180.0,561,23.31,sunris,165.3,71.24
zone18,11,137.354,1,1353.54,180.0,304,24.0,edg,164.44,73.21
zone18,9,84.274,1,822.74,180.0,929,24.69,munabadha,163.55,75.18
zone18,9,79.21100000000001,1,772.11,180.0,849,25.37,mulamasa,162.64,77.13
zone18,10,122.82400000000001,1,1208.24,180.0,1664,26.06,narrated_ibn_abu,161.7,79.07
zone18,10,118.49900000000001,1,1164.99,180.0,1028,26.74,al_khandaq,160.75,81.0
zone18,12,80.618,1,786.18,180.0,651,27.43,expiat,159.77,82.92
zone18,9,119.029,1,1170.29,180.0,931,28.11,al_aslami,158.76,84.82
zone18,8,37.46,1,354.60,180.0,442,28.8,noon,157.74,86.72
zone18,7,218.789,1,2167.89,180.0,649,29.49,mistak,156.69,88.6
zone18,13,253.224,1,2512.24,180.0,631,30.17,rahman,155.61,90.47
zone18,11,53.31900000000001,1,513.19,180.0,558,30.86,start,154.52,92.32
zone18,11,278.495,1,2764.95,180.0,618,31.54,qilaba,153.4,94.16
zone18,10,58.649,1,566.49,180.0,330,32.23,sub,152.27,95.99
zone18,10,62.462,1,604.62,180.0,414,32.91,heel,151.11,97.81
zone18,7,22.837000000000003,1,208.37,180.0,758,33.6,creatur,149.93,99.61
zone18,7,43.386,1,413.86,180.0,1049,34.29,muhammadan,148.72,101.4
zone18,10,163.03900000000002,1,1610.39,180.0,540,34.97,yahya,147.5,103.17
zone18,11,441.203,1,4392.03,180.0,976,35.66,intercess,146.25,104.93
zone18,8,73.976,1,719.76,180.0,411,36.34,race,144.99,106.67
zone18,13,144.39000000000001,1,1423.90,180.0,655,37.03,maktum,143.7,108.4
zone18,12,105.197,1,1031.97,180.0,1041,37.71,muadh_dhin,142.39,110.11
zone18,9,109.73800000000001,1,1077.38,180.0,2066,38.4,abdullah_bin_mughaff,141.06,111.81
zone18,9,93.06700000000001,1,910.67,180.0,426,39.09,anza,139.72,113.49
zone18,8,60.963,1,589.63,180.0,636,39.77,remain,138.35,115.15
zone18,10,100.03500000000001,1,980.35,180.0,336,40.46,sit,136.96,116.8
zone18,11,1158.032,1,11560.32,180.0,800,41.14,ad_darda,135.55,118.43
zone18,9,55.89600000000001,1,538.96,180.0,638,41.83,action,134.13,120.04
zone18,8,125.293,1,1232.93,180.0,2010,42.51,malik_bin_huwairith,132.68,121.64
zone18,10,318.696,1,3166.96,180.0,433,43.2,tell,131.21,123.22
zone18,10,86.152,1,841.52,180.0,517,43.89,ubaid,129.73,124.78
zone18,8,36.692,1,346.92,180.0,438,44.57,roof,128.23,126.32
zone18,12,80.18,1,781.80,180.0,326,45.26,mud,126.71,127.85
zone18,11,86.64500000000001,1,846.45,180.0,427,45.94,mark,125.17,129.36
zone18,11,151.36300000000003,1,1493.63,180.0,418,46.63,duha,123.61,130.85
zone18,9,188.63,1,1866.30,180.0,671,47.31,supper,122.04,132.32
zone18,13,97.71000000000001,1,957.10,180.0,529,48.0,carri,120.44,133.77
zone18,8,42.598000000000006,1,405.98,180.0,525,48.69,knife,118.83,135.2
zone18,13,223.179,1,2211.79,180.0,342,49.37,our,117.21,136.61
zone18,9,108.187,1,1061.87,180.0,433,50.06,weep,115.56,138.0
zone18,13,142.46800000000002,1,1404.68,180.0,649,50.74,joseph,113.9,139.38
zone18,9,79.364,1,773.64,180.0,548,51.43,arriv,112.23,140.73
zone18,8,40.701,1,387.01,180.0,646,52.11,raisin,110.54,142.06
zone18,12,112.197,1,1101.97,180.0,553,52.8,sound,108.83,143.38
zone18,11,82.061,1,800.61,180.0,540,53.49,trial,107.1,144.67
zone18,10,152.976,1,1509.76,180.0,1981,54.17,an_numan_bin_bashir,105.37,145.94
zone18,12,95.955,1,939.55,180.0,528,54.86,build,103.61,147.19
zone18,7,64.86699999999999,1,628.67,180.0,986,55.54,thereupon,101.84,148.42
zone18,9,53.61900000000001,1,516.19,180.0,322,56.23,mat,100.06,149.63
zone18,13,89.493,1,874.93,180.0,758,56.91,curtain,98.26,150.81
zone18,8,62.358000000000004,1,603.58,180.0,536,57.6,level,96.45,151.98
zone18,7,75.08,1,730.80,180.0,1808,58.29,whenever_ibn_umar,94.62,153.12
zone18,9,50.868,1,488.68,180.0,748,58.97,forearm,92.78,154.24
zone18,7,56.003,1,540.03,180.0,410,59.66,kama,90.93,155.34
zone18,10,112.51800000000001,1,1105.18,180.0,451,60.34,west,89.07,156.42
zone18,12,143.383,1,1413.83,180.0,526,61.03,mamar,87.19,157.48
zone18,11,41.09700000000001,1,390.97,180.0,510,61.71,beard,85.3,158.51
zone18,11,284.526,1,2825.26,180.0,734,62.4,khamisa,83.39,159.52
zone18,9,45.42,1,434.20,180.0,656,63.09,attent,81.48,160.5
zone18,7,108.56600000000002,1,1065.66,180.0,1672,63.77,jabir_bin_samura,79.55,161.47
zone18,8,197.394,1,1953.94,180.0,292,64.46,aba,77.61,162.41
zone18,8,108.105,1,1061.05,180.0,921,65.14,al_fatiha,75.66,163.32
zone18,8,155.251,1,1532.51,180.0,1963,65.83,marwan_bin_al_hakam,73.7,164.22
zone18,7,36.041000000000004,1,340.41,180.0,559,66.51,posit,71.73,165.09
zone18,10,90.688,1,886.88,180.0,533,67.2,aloud,69.75,165.94
zone18,10,99.102,1,971.02,180.0,532,67.89,devil,67.76,166.76
zone18,10,65.477,1,634.77,180.0,429,68.57,path,65.76,167.56
zone18,7,134.595,1,1325.95,180.0,521,69.26,basra,63.75,168.33
zone18,7,50.403,1,484.03,180.0,419,69.94,knee,61.73,169.08
zone18,8,178.14300000000003,1,1761.43,180.0,573,70.63,qunut,59.7,169.81
zone18,11,163.859,1,1618.59,180.0,545,71.31,yazid,57.67,170.51
zone18,8,49.103,1,471.03,180.0,545,72.0,white,55.62,171.19
zone18,10,131.68699999999998,1,1296.87,180.0,456,72.69,wont,53.57,171.84
zone18,10,144.22400000000002,1,1422.24,180.0,1049,73.37,tashah_hud,51.51,172.47
zone18,7,81.85000000000001,1,798.50,180.0,833,74.06,as_salam,49.44,173.08
zone18,8,117.187,1,1151.87,180.0,945,74.74,as_siddiq,47.37,173.66
zone18,9,163.07500000000002,1,1610.75,180.0,611,75.43,alaika,45.29,174.21
zone18,11,72.658,1,706.58,180.0,302,76.11,ala,43.2,174.74
zone18,7,43.279,1,412.79,180.0,667,76.8,custom,41.1,175.24
zone18,7,44.330000000000005,1,423.30,180.0,529,77.49,clerk,39.0,175.72
zone18,8,101.31,1,993.10,180.0,1780,78.17,samura_bin_jundab,36.9,176.18
zone18,12,167.526,1,1655.26,180.0,939,78.86,al_juhani,34.79,176.61
zone18,10,174.024,1,1720.24,180.0,944,79.54,hudaibiya,32.67,177.01
zone18,10,49.008,1,470.08,180.0,442,80.23,star,30.55,177.39
zone18,12,119.82400000000001,1,1178.24,180.0,419,80.91,hind,28.42,177.74
zone18,13,230.656,1,2286.56,180.0,425,81.6,uqba,26.29,178.07
zone18,8,64.45599999999999,1,624.56,180.0,529,82.29,speed,24.16,178.37
zone18,10,75.002,1,730.02,180.0,543,82.97,plant,22.03,178.65
zone18,10,84.181,1,821.81,180.0,539,83.66,veget,19.89,178.9
zone18,7,80.70100000000001,1,787.01,180.0,858,84.34,sulaiman,17.74,179.12
zone18,10,136.982,1,1349.82,180.0,930,85.03,ash_shabi,15.6,179.32
zone18,10,50.014,1,480.14,180.0,456,85.71,sort,13.45,179.5
zone18,10,42.903,1,409.03,180.0,761,86.4,qualiti,11.3,179.64
zone18,7,71.182,1,691.82,180.0,447,87.09,know,9.15,179.77
zone18,9,74.32100000000001,1,723.21,180.0,317,87.77,see,7.0,179.86
zone18,7,28.810000000000002,1,268.10,180.0,738,88.46,mankind,4.85,179.93
zone18,10,37.324000000000005,1,353.24,180.0,339,89.14,top,2.69,179.98
zone18,13,120.43299999999999,1,1184.33,180.0,641,89.83,breast,0.54,180.0
zone18,8,66.828,1,648.28,180.0,537,90.51,major,-1.62,179.99
zone18,8,62.357000000000006,1,603.57,180.0,421,91.2,like,-3.77,179.96
zone18,10,68.021,1,660.21,180.0,648,91.89,reason,-5.92,179.9
zone18,13,127.92000000000002,1,1259.20,180.0,655,92.57,murder,-8.08,179.82
zone18,10,132.486,1,1304.86,180.0,1277,93.26,characterist,-10.23,179.71
zone18,8,46.368,1,443.68,180.0,850,93.94,ceremoni,-12.38,179.57
zone18,12,51.120000000000005,1,491.20,180.0,935,94.63,disbelief,-14.53,179.41
zone18,13,73.275,1,712.75,180.0,758,95.31,respect,-16.67,179.23
zone18,7,238.973,1,2369.73,180.0,431,96.0,save,-18.82,179.01
zone18,10,142.776,1,1407.76,180.0,426,96.69,alon,-20.96,178.78
zone18,13,78.663,1,766.63,180.0,309,97.37,lah,-23.09,178.51
zone18,7,41.738,1,397.38,180.0,1068,98.06,obligatori,-25.23,178.22
zone18,7,39.96,1,379.60,180.0,424,98.74,abov,-27.36,177.91
zone18,7,78.756,1,767.56,180.0,653,99.43,doesnt,-29.49,177.57
zone18,8,177.827,1,1758.27,180.0,756,100.11,shuraih,-31.61,177.2
zone18,12,77.655,1,756.55,180.0,765,100.8,subnarr,-33.73,176.81
zone18,11,68.051,1,660.51,180.0,429,101.49,seat,-35.84,176.4
zone18,8,76.522,1,745.22,180.0,536,102.17,paper,-37.95,175.95
zone18,9,102.92200000000001,1,1009.22,180.0,2383,102.86,ubaidullah_bin_abdullah,-40.05,175.49
zone18,8,86.262,1,842.62,180.0,530,103.54,bring,-42.15,175.0
zone18,9,70.617,1,686.17,180.0,546,104.23,event,-44.24,174.48
zone18,7,53.858000000000004,1,518.58,180.0,982,104.91,overnight,-46.33,173.94
zone18,10,67.099,1,650.99,180.0,731,105.6,guidanc,-48.41,173.37
zone18,13,165.615,1,1636.15,180.0,416,106.29,rida,-50.48,172.78
zone18,10,45.286,1,432.86,180.0,658,106.97,throat,-52.54,172.16
zone18,12,82.12400000000001,1,801.24,180.0,1120,107.66,to_ibn_abba,-54.6,171.52
zone18,10,4540.986,1,45389.86,180.0,426,108.34,fish,-56.65,170.85
zone18,9,4022.626,1,40206.26,180.0,927,109.03,al_khadir,-58.69,170.16
zone18,7,62.487,1,604.87,180.0,543,109.71,stalk,-60.72,169.45
zone18,13,156.27100000000002,1,1542.71,180.0,319,110.4,ask,-62.74,168.71
zone18,11,267.656,1,2656.56,180.0,667,111.09,spirit,-64.76,167.95
zone18,13,349.817,1,3478.17,180.0,621,111.77,sadaik,-66.76,167.16
zone18,11,161.961,1,1599.61,180.0,837,112.46,discharg,-68.76,166.35
zone18,7,123.07000000000001,1,1210.70,180.0,535,113.14,resid,-70.74,165.51
zone18,8,55.761,1,537.61,180.0,434,113.83,qarn,-72.72,164.66
zone18,9,52.029,1,500.29,180.0,846,114.51,yalamlam,-74.69,163.77
zone18,12,50.809,1,488.09,180.0,652,115.2,turban,-76.64,162.87
zone18,10,49.881,1,478.81,180.0,788,115.89,trouser,-78.58,161.94
zone18,8,36.642,1,346.42,180.0,751,116.57,saffron,-80.52,160.99
zone18,11,37.548,1,355.48,180.0,422,117.26,ankl,-82.44,160.01
zone18,11,132.853,1,1308.53,180.0,882,117.94,governor,-84.35,159.01
zone18,8,56.661,1,546.61,180.0,1329,118.63,fateh_al_bari,-86.24,157.99
zone18,9,140.501,1,1385.01,180.0,660,119.31,bestow,-88.13,156.95
zone18,8,127.581,1,1255.81,180.0,780,120.0,portent,-90.0,155.88
zone18,11,120.282,1,1182.82,180.0,423,120.69,fill,-91.86,154.8
zone18,9,46.838,1,448.38,180.0,336,121.37,wet,-93.71,153.69
zone18,11,77.72000000000001,1,757.20,180.0,420,122.06,nail,-95.54,152.55
zone18,10,59.86900000000001,1,578.69,180.0,564,122.74,throw,-97.36,151.4
zone18,9,66.602,1,646.02,180.0,517,123.43,pebbl,-99.16,150.22
zone18,9,47.162000000000006,1,451.62,180.0,748,124.11,scholar,-100.95,149.03
zone18,9,67.19,1,651.90,180.0,989,124.8,interpret,-102.73,147.81
zone18,12,162.78300000000002,1,1607.83,180.0,511,125.49,rabia,-104.49,146.57
zone18,13,124.23800000000001,1,1222.38,180.0,1868,126.17,uqba_bin_al_harith,-106.24,145.31
zone18,7,196.429,1,1944.29,180.0,648,126.86,luqata,-107.97,144.02
zone18,8,61.40800000000001,1,594.08,180.0,642,127.54,materi,-109.68,142.72
zone18,10,56.865,1,548.65,180.0,752,128.23,sentenc,-111.38,141.4
zone18,10,131.5,1,1295.00,180.0,1544,128.91,abbas_bin_tamim,-113.07,140.06
zone18,8,64.781,1,627.81,180.0,523,129.6,brick,-114.74,138.69
zone18,11,176.13800000000003,1,1741.38,180.0,810,130.29,al_hijab,-116.39,137.31
zone18,9,201.52100000000002,1,1995.21,180.0,315,130.97,job,-118.02,135.91
zone18,7,155.84400000000002,1,1538.44,180.0,772,131.66,countri,-119.64,134.48
zone18,9,59.025000000000006,1,570.25,180.0,442,132.34,tion,-121.24,133.04
zone18,9,95.81900000000002,1,938.19,180.0,855,133.03,crescent,-122.83,131.58
zone18,7,81.73400000000001,1,797.34,180.0,769,133.71,tarwiya,-124.39,130.1
zone18,10,46.506,1,445.06,180.0,431,134.4,wear,-125.94,128.61
zone18,8,39.195,1,371.95,180.0,318,135.09,ing,-127.47,127.09
zone18,7,68.83500000000001,1,668.35,180.0,405,135.77,abii,-128.98,125.55
zone18,7,112.046,1,1100.46,180.0,646,136.46,havent,-130.47,124.0
zone18,12,258.824,1,2568.24,180.0,761,137.14,cushion,-131.95,122.43
zone18,13,140.11800000000002,1,1381.18,180.0,943,137.83,grandfath,-133.41,120.84
zone18,12,188.336,1,1863.36,180.0,559,138.51,sutra,-134.84,119.24
zone18,7,146.31300000000002,1,1443.13,180.0,959,139.2,al_miswar,-136.26,117.62
zone18,13,86.23400000000001,1,842.34,180.0,755,139.89,inherit,-137.66,115.98
zone18,9,72.339,1,703.39,180.0,797,140.57,support,-139.04,114.32
zone18,10,57.685,1,556.85,180.0,679,141.26,mutton,-140.39,112.65
zone18,9,35.019,1,330.19,180.0,644,141.94,region,-141.73,110.96
zone18,13,323.674,1,3216.74,180.0,549,142.63,sawiq,-143.05,109.26
zone18,8,51.827,1,498.27,180.0,317,143.31,lap,-144.35,107.54
zone18,7,31.218000000000004,1,292.18,180.0,508,144.0,bleed,-145.62,105.8
zone18,7,95.176,1,931.76,180.0,1470,144.69,amr_bin_maimun,-146.88,104.05
zone18,7,58.565,1,565.65,180.0,634,145.37,climat,-148.11,102.29
zone18,11,92.493,1,904.93,180.0,729,146.06,medicin,-149.33,100.51
zone18,8,107.81300000000002,1,1058.13,180.0,826,146.74,al_harra,-150.52,98.71
zone18,7,35.79,1,337.90,180.0,997,147.43,construct,-151.69,96.9
zone18,9,74.269,1,722.69,180.0,662,148.11,butter,-152.84,95.08
zone18,8,34.091,1,320.91,180.0,448,148.8,musk,-153.97,93.24
zone18,7,51.231,1,492.31,180.0,879,149.49,foremost,-155.07,91.4
zone18,11,92.37,1,903.70,180.0,878,150.17,intestin,-156.15,89.53
zone18,11,579.1060000000001,1,5771.06,180.0,521,150.86,haram,-157.21,87.66
zone18,13,89.40100000000001,1,874.01,180.0,538,151.54,teeth,-158.25,85.77
zone18,9,69.947,1,679.47,180.0,452,152.23,root,-159.27,83.87
zone18,12,185.961,1,1839.61,180.0,516,152.91,jafar,-160.26,81.96
zone18,11,98.03200000000001,1,960.32,180.0,424,153.6,dish,-161.23,80.03
zone18,8,48.987,1,469.87,180.0,421,154.29,take,-162.17,78.1
zone18,11,121.697,1,1196.97,180.0,437,154.97,womb,-163.1,76.15
zone18,13,132.96900000000002,1,1309.69,180.0,532,155.66,lhram,-164.0,74.2
zone18,7,56.664,1,546.64,180.0,562,156.34,twelv,-164.87,72.23
zone18,13,198.71300000000002,1,1967.13,180.0,764,157.03,opinion,-165.73,70.25
zone18,12,303.059,1,3010.59,180.0,822,157.71,al_amash,-166.55,68.26
zone18,8,80.78500000000001,1,787.85,180.0,952,158.4,al_khuzai,-167.36,66.26
zone18,12,2.0,1,0.00,180.0,566,159.09,purpos,-168.14,64.25
zone18,10,265.00100000000003,1,2630.01,180.0,726,159.77,abdomen,-168.9,62.24
zone18,9,84.36900000000001,1,823.69,180.0,406,160.46,deal,-169.63,60.21
zone18,9,233.481,1,2314.81,180.0,532,161.14,thigh,-170.34,58.18
zone18,13,125.269,1,1232.69,180.0,536,161.83,light,-171.02,56.14
zone18,8,133.93699999999998,1,1319.37,180.0,317,162.51,sai,-171.68,54.08
zone18,11,135.46400000000003,1,1334.64,180.0,295,163.2,abd,-172.32,52.03
zone18,10,152.413,1,1504.13,180.0,932,163.89,an_najjar,-172.93,49.96
zone18,8,67.94500000000001,1,659.45,180.0,770,164.57,suggest,-173.51,47.89
zone18,13,114.54700000000001,1,1125.47,180.0,870,165.26,forenoon,-174.07,45.81
zone18,7,53.959,1,519.59,180.0,840,165.94,datepalm,-174.61,43.72
zone18,7,69.277,1,672.77,180.0,1777,166.63,hassan_bin_thabit,-175.12,41.63
zone18,12,160.55700000000002,1,1585.57,180.0,638,167.31,hassan,-175.61,39.53
zone18,11,280.652,1,2786.52,180.0,540,168.0,repli,-176.07,37.42
zone18,13,134.68,1,1326.80,180.0,539,168.69,spear,-176.5,35.31
zone18,10,41.478,1,394.78,180.0,568,169.37,usuri,-176.91,33.2
zone18,12,108.94900000000001,1,1069.49,180.0,414,170.06,riba,-177.3,31.08
zone18,10,43.892,1,418.92,180.0,528,170.74,trade,-177.66,28.96
zone18,13,237.925,1,2359.25,180.0,775,171.43,solomon,-177.99,26.83
zone18,7,47.565,1,455.65,180.0,632,172.11,miracl,-178.3,24.7
zone18,12,139.112,1,1371.12,180.0,518,172.8,choic,-178.58,22.56
zone18,7,36.986000000000004,1,349.86,180.0,989,173.49,courtyard,-178.84,20.42
zone18,8,56.19800000000001,1,541.98,180.0,972,174.17,two_rakat,-179.07,18.28
zone18,9,86.68200000000002,1,846.82,180.0,812,174.86,al_batha,-179.28,16.14
zone18,12,142.14100000000002,1,1401.41,180.0,632,175.54,midday,-179.46,13.99
zone18,11,97.84800000000001,1,958.48,180.0,449,176.23,tawu,-179.61,11.84
zone18,12,117.49100000000001,1,1154.91,180.0,422,176.91,farm,-179.74,9.69
zone18,9,69.64800000000001,1,676.48,180.0,312,177.6,act,-179.84,7.54
zone18,8,108.01700000000001,1,1060.17,180.0,1894,178.29,muhammad_bin_sirin,-179.92,5.38
zone18,11,54.18200000000001,1,521.82,180.0,548,178.97,sweat,-179.97,3.23
zone18,10,66.59500000000001,1,645.95,180.0,529,179.66,shape,-180.0,1.08
zone18,7,46.117000000000004,1,441.17,180.0,319,180.34,nap,-180.0,-1.08
zone18,7,1120.367,1,11183.67,180.0,636,181.03,salman,-179.97,-3.23
zone18,10,71.205,1,692.05,180.0,320,181.71,ram,-179.92,-5.38
zone18,7,205.90800000000002,1,2039.08,180.0,725,182.4,chicken,-179.84,-7.54
zone18,9,88.683,1,866.83,180.0,553,183.09,proph,-179.74,-9.69
