global_cluster,global_docs,global_local,global_tf_idf,local_avg,r,signature,theta,word,x,y
zone18,11,284.892,1,2828.92,180.0,523,183.77,famin,-179.61,-11.84
zone18,11,46.45400000000001,1,444.54,180.0,324,184.46,oil,-179.46,-13.99
zone18,7,44.138000000000005,1,421.38,180.0,1326,185.14,that_ibn_abba,-179.28,-16.14
zone18,12,109.759,1,1077.59,180.0,544,185.83,parti,-179.07,-18.28
zone18,7,125.23900000000002,1,1232.39,180.0,437,186.51,fitr,-178.84,-20.42
zone18,7,96.912,1,949.12,180.0,532,187.2,buath,-178.58,-22.56
zone18,10,102.269,1,1002.69,180.0,1057,187.89,id_ul_fitr,-178.3,-24.7
zone18,9,51.691,1,496.91,180.0,535,188.57,desir,-177.99,-26.83
zone18,13,127.88499999999999,1,1258.85,180.0,1018,189.26,id_ul_adha,-177.66,-28.96
zone18,10,136.96099999999998,1,1349.61,180.0,755,189.94,expedit,-177.3,-31.08
zone18,11,60.830999999999996,1,588.31,180.0,721,190.63,necklac,-176.91,-33.2
zone18,9,121.59800000000001,1,1195.98,180.0,520,191.31,saddl,-176.5,-35.31
zone18,8,690.407,1,6884.07,180.0,916,192.0,al_hajjaj,-176.07,-37.42
zone18,9,53.33,1,513.30,180.0,327,192.69,ten,-175.61,-39.53
zone18,8,90.77600000000001,1,887.76,180.0,429,193.37,dhul,-175.12,-41.63
zone18,7,49.054,1,470.54,180.0,215,194.06,er,-174.61,-43.72
zone18,8,111.081,1,1090.81,180.0,766,194.74,istisqa,-174.07,-45.81
zone18,9,47.93600000000001,1,459.36,180.0,664,195.43,extent,-173.51,-47.89
zone18,11,281.708,1,2797.08,180.0,543,196.11,smoke,-172.93,-49.96
zone18,13,255.69400000000002,1,2536.94,180.0,649,196.8,hunger,-172.32,-52.03
zone18,8,96.94800000000001,1,949.48,180.0,1858,197.49,abdullah_bin_dinar,-171.68,-54.08
zone18,12,239.989,1,2379.89,180.0,554,198.17,widow,-171.02,-56.14
zone18,12,166.53900000000002,1,1645.39,180.0,866,198.86,muttalib,-170.34,-58.18
zone18,10,205.365,1,2033.65,180.0,980,199.54,livestock,-169.63,-60.21
zone18,7,89.243,1,872.43,180.0,422,200.23,road,-168.9,-62.24
zone18,7,191.49400000000003,1,1894.94,180.0,550,200.91,wrath,-168.14,-64.25
zone18,9,120.105,1,1181.05,180.0,197,201.6,ad,-167.36,-66.26
zone18,12,213.147,1,2111.47,180.0,443,202.29,ursa,-166.55,-68.26
zone18,9,119.66500000000002,1,1176.65,180.0,554,202.97,hurri,-165.73,-70.25
zone18,9,108.024,1,1060.24,180.0,515,203.66,laila,-164.87,-72.23
zone18,10,61.212,1,592.12,180.0,206,204.34,ma,-164.0,-74.2
zone18,7,41.050000000000004,1,390.50,180.0,443,205.03,wish,-163.1,-76.15
zone18,7,129.978,1,1279.78,180.0,933,205.71,al_ashath,-162.17,-78.1
zone18,8,89.299,1,872.99,180.0,409,206.4,asad,-161.23,-80.03
zone18,9,209.41500000000002,1,2074.15,180.0,1960,207.09,abdullah_bin_rawaha,-160.26,-81.96
zone18,13,294.87600000000003,1,2928.76,180.0,536,207.77,tamim,-159.27,-83.87
zone18,9,422.35699999999997,1,4203.57,180.0,870,208.46,thousand,-158.25,-85.77
zone18,9,2.0,1,0.00,180.0,406,209.14,occas,-157.21,-87.66
zone18,8,48.227000000000004,1,462.27,180.0,430,209.83,tank,-156.15,-89.53
zone18,9,74.616,1,726.16,180.0,1052,210.51,al_kauthar,-155.07,-91.4
zone18,7,92.51400000000001,1,905.14,180.0,528,211.2,maula,-153.97,-93.24
zone18,8,158.721,1,1567.21,180.0,1457,211.89,zaid_bin_arqam,-152.84,-95.08
zone18,8,62.768,1,607.68,180.0,412,212.57,bank,-151.69,-96.9
zone18,7,46.606,1,446.06,180.0,986,213.26,yesterday,-150.52,-98.71
zone18,9,147.31199999999998,1,1453.12,180.0,539,213.94,theft,-149.33,-100.51
zone18,8,51.919000000000004,1,499.19,180.0,764,214.63,sneezer,-148.11,-102.29
zone18,8,60.321000000000005,1,583.21,180.0,428,215.31,tear,-146.88,-104.05
zone18,11,201.40300000000002,1,1994.03,180.0,1953,216.0,khalid_bin_al_walid,-145.62,-105.8
zone18,11,103.83200000000001,1,1018.32,180.0,434,216.69,sidr,-144.35,-107.54
zone18,12,106.61700000000002,1,1046.17,180.0,763,217.37,yemenit,-143.05,-109.26
zone18,7,37.462,1,354.62,180.0,663,218.06,cotton,-141.73,-110.96
zone18,10,99.418,1,974.18,180.0,651,218.74,inform,-140.39,-112.65
zone18,13,77.908,1,759.08,180.0,450,219.43,type,-139.04,-114.32
zone18,8,151.26500000000001,1,1492.65,180.0,429,220.11,burd,-137.66,-115.98
zone18,8,113.15,1,1111.50,180.0,512,220.8,cheek,-136.26,-117.62
zone18,9,72.82000000000001,1,708.20,180.0,510,221.49,calam,-134.84,-119.24
zone18,12,303.365,1,3013.65,180.0,754,222.17,messeng,-133.41,-120.84
zone18,8,63.33200000000001,1,613.32,180.0,797,222.86,al_baida,-131.95,-122.43
zone18,7,60.08500000000001,1,580.85,180.0,654,223.54,travel,-130.47,-124.0
zone18,10,69.188,1,671.88,180.0,432,224.23,live,-128.98,-125.55
zone18,8,479.49600000000004,1,4774.96,180.0,956,224.91,one_third,-127.47,-127.09
zone18,9,94.74600000000001,1,927.46,180.0,1058,225.6,blacksmith,-125.94,-128.61
zone18,7,70.602,1,686.02,180.0,1450,226.29,rahman_bin_auf,-124.39,-130.1
zone18,13,440.17900000000003,1,4381.79,180.0,1324,226.97,sad_bin_ubada,-122.83,-131.58
zone18,10,126.94300000000001,1,1249.43,180.0,1664,227.66,zaid_bin_haritha,-121.24,-133.04
zone18,8,80.777,1,787.77,180.0,425,228.34,citi,-119.64,-134.48
zone18,7,57.992999999999995,1,559.93,180.0,735,229.03,inhabit,-118.02,-135.91
zone18,7,115.27100000000002,1,1132.71,180.0,1242,229.71,ash_shaibani,-116.39,-137.31
zone18,10,369.724,1,3677.24,180.0,425,230.4,amir,-114.74,-138.69
zone18,11,70.50800000000001,1,685.08,180.0,517,231.09,femal,-113.07,-140.06
zone18,13,114.73900000000002,1,1127.39,180.0,1183,231.77,predecessor,-111.38,-141.4
zone18,10,105.498,1,1034.98,180.0,752,232.46,kauthar,-109.68,-142.72
zone18,12,52.929,1,509.29,180.0,1022,233.14,prostitut,-107.97,-144.02
zone18,12,114.89300000000001,1,1128.93,180.0,430,233.83,firm,-106.24,-145.31
zone18,9,79.28500000000001,1,772.85,180.0,416,234.51,hear,-104.49,-146.57
zone18,7,65.612,1,636.12,180.0,830,235.2,al_masih,-102.73,-147.81
zone18,13,167.352,1,1653.52,180.0,424,235.89,hole,-100.95,-149.03
zone18,9,180.16600000000003,1,1781.66,180.0,504,236.57,lahab,-99.16,-150.22
zone18,10,133.81400000000002,1,1318.14,180.0,425,237.26,sacr,-97.36,-151.4
zone18,7,63.963,1,619.63,180.0,631,237.94,object,-95.54,-152.55
zone18,11,85.049,1,830.49,180.0,528,238.63,thief,-93.71,-153.69
zone18,11,342.18100000000004,1,3401.81,180.0,624,239.31,depend,-91.86,-154.8
zone18,10,77.497,1,754.97,180.0,538,240.0,spend,-90.0,-155.88
zone18,12,154.933,1,1529.33,180.0,1562,240.69,hakim_bin_hizam,-88.13,-156.95
zone18,13,73.402,1,714.02,180.0,544,241.37,miser,-86.24,-157.99
zone18,8,70.60700000000001,1,686.07,180.0,766,242.06,payment,-84.35,-159.01
zone18,8,63.144000000000005,1,611.44,180.0,443,242.74,whom,-82.44,-160.01
zone18,7,73.829,1,718.29,180.0,332,243.43,cut,-80.52,-160.99
zone18,11,49.514,1,475.14,180.0,530,244.11,flesh,-78.58,-161.94
zone18,10,114.91700000000002,1,1129.17,180.0,555,244.8,write,-76.64,-162.87
zone18,9,192.883,1,1908.83,180.0,1636,245.49,al_hasan_bin_ali,-74.69,-163.77
zone18,12,2986.669,1,29846.69,180.0,313,246.17,sea,-72.72,-164.66
zone18,10,170.601,1,1686.01,180.0,860,246.86,creditor,-70.74,-165.51
zone18,12,215.961,1,2139.61,180.0,707,247.54,al_fadl,-68.76,-166.35
zone18,7,146.596,1,1445.96,180.0,2184,248.23,al_qasim_bin_muhammad,-66.76,-167.16
zone18,11,100.955,1,989.55,180.0,764,248.91,pleasur,-64.76,-167.95
zone18,8,83.334,1,813.34,180.0,540,249.6,miqat,-62.74,-168.71
zone18,9,65.44200000000001,1,634.42,180.0,826,250.29,al_juhfa,-60.72,-169.45
zone18,7,2.0,1,0.00,180.0,560,250.97,provis,-58.69,-170.16
zone18,7,91.808,1,898.08,180.0,1427,251.66,tawaf_al_ifada,-56.65,-170.85
zone18,7,90.512,1,885.12,180.0,426,252.34,rode,-54.6,-171.52
zone18,11,115.82000000000001,1,1138.20,180.0,425,253.03,budn,-52.54,-172.16
zone18,9,270.96,1,2689.60,180.0,599,253.71,badana,-50.48,-172.78
zone18,7,150.34900000000002,1,1483.49,180.0,1584,254.4,hajj_at_tamattu,-48.41,-173.37
zone18,10,92.09800000000001,1,900.98,180.0,970,255.09,sanctuari,-46.33,-173.94
zone18,7,87.29500000000002,1,852.95,180.0,729,255.77,al_hijr,-44.24,-174.48
zone18,8,49.738,1,477.38,180.0,317,256.46,gog,-42.15,-175.0
zone18,8,49.738,1,477.38,180.0,523,257.14,magog,-40.05,-175.49
zone18,13,96.003,1,940.03,180.0,509,257.83,black,-37.95,-175.95
zone18,11,84.861,1,828.61,180.0,542,258.51,enter,-35.84,-176.4
zone18,7,63.667,1,616.67,180.0,525,259.2,ramal,-33.73,-176.81
zone18,7,60.39,1,583.90,180.0,663,259.89,string,-31.61,-177.2
zone18,8,526.7479999999999,1,5247.48,180.0,751,260.57,zam_zam,-29.49,-177.57
zone18,11,230.291,1,2282.91,180.0,718,261.26,as_safa,-27.36,-177.91
zone18,9,197.668,1,1956.68,180.0,836,261.94,al_marwa,-25.23,-178.22
zone18,7,80.76100000000001,1,787.61,180.0,1349,262.63,amr_bin_dinar,-23.09,-178.51
zone18,8,126.043,1,1240.43,180.0,312,263.31,jam,-20.96,-178.78
zone18,12,123.84100000000001,1,1218.41,180.0,424,264.0,lash,-18.82,-179.01
zone18,8,113.38499999999999,1,1113.85,180.0,2300,264.69,abdur_rahman_bin_yazid,-16.67,-179.23
zone18,12,142.455,1,1404.55,180.0,649,265.37,treati,-14.53,-179.41
zone18,8,44.661,1,426.61,180.0,729,266.06,garland,-12.38,-179.57
zone18,12,309.53400000000005,1,3075.34,180.0,1051,266.74,ubaidullah,-10.23,-179.71
zone18,10,89.751,1,877.51,180.0,413,267.43,lice,-8.08,-179.82
zone18,7,56.68,1,546.80,180.0,621,268.11,leader,-5.92,-179.9
zone18,8,53.721000000000004,1,517.21,180.0,640,268.8,heresi,-3.77,-179.96
zone18,8,97.531,1,955.31,180.0,512,269.49,rajab,-1.62,-179.99
zone18,9,215.65800000000002,1,2136.58,180.0,2067,270.17,abdur_rahman_bin_abu,0.54,-180.0
zone18,11,179.34500000000003,1,1773.45,180.0,421,270.86,onag,2.69,-179.98
zone18,8,39.939,1,379.39,180.0,412,271.54,feel,4.85,-179.93
zone18,8,68.784,1,667.84,180.0,877,272.23,scorpion,7.0,-179.86
zone18,8,92.506,1,905.06,180.0,855,272.91,ghazawat,9.15,-179.77
zone18,12,138.684,1,1366.84,180.0,739,273.6,idhkhir,11.3,-179.64
zone18,7,150.42000000000002,1,1484.20,180.0,737,274.29,haritha,13.45,-179.5
zone18,7,57.791,1,557.91,180.0,759,274.97,shelter,15.6,-179.32
zone18,9,100.686,1,986.86,180.0,621,275.66,shaban,17.74,-179.12
zone18,13,119.87700000000001,1,1178.77,180.0,749,276.34,account,19.89,-178.9
zone18,10,59.84400000000001,1,578.44,180.0,437,277.03,look,22.03,-178.65
zone18,13,83.44800000000001,1,814.48,180.0,328,277.71,cup,24.16,-178.37
zone18,9,83.075,1,810.75,180.0,619,278.4,defect,26.29,-178.07
zone18,11,2.0,1,0.00,180.0,524,279.09,al_wis,28.42,-177.74
zone18,13,163.08800000000002,1,1610.88,180.0,348,279.77,vow,30.55,-177.39
zone18,12,107.708,1,1057.08,180.0,419,280.46,bond,32.67,-177.01
zone18,13,124.729,1,1227.29,180.0,1184,281.14,brotherhood,34.79,-176.61
zone18,7,96.231,1,942.31,180.0,1535,281.83,sad_bin_ar_rabi,36.9,-176.18
zone18,7,73.615,1,716.15,180.0,763,282.51,custodi,39.0,-175.72
zone18,7,174.52100000000002,1,1725.21,180.0,1240,283.2,abu_bin_zama,41.1,-175.24
zone18,12,73.489,1,714.89,180.0,732,283.89,caravan,43.2,-174.74
zone18,8,73.209,1,712.09,180.0,415,284.57,gain,45.29,-174.21
zone18,11,61.375,1,593.75,180.0,635,285.26,credit,47.37,-173.66
zone18,13,67.142,1,651.42,180.0,545,285.94,armor,49.44,-173.08
zone18,8,38.096,1,360.96,180.0,315,286.63,fat,51.51,-172.47
zone18,7,85.955,1,839.55,180.0,533,287.31,whenc,53.57,-171.84
zone18,11,2.0,1,0.00,180.0,512,288.0,benefic,55.62,-171.19
zone18,8,127.209,1,1252.09,180.0,545,288.69,gourd,57.67,-170.51
zone18,13,242.506,1,2405.06,180.0,657,289.37,matron,59.7,-169.81
zone18,10,85.291,1,832.91,180.0,1083,290.06,comparison,61.73,-169.08
zone18,10,285.549,1,2835.49,180.0,749,290.74,thereof,63.75,-168.33
zone18,8,99.025,1,970.25,180.0,657,291.43,kuniya,65.76,-167.56
zone18,10,112.59400000000001,1,1105.94,180.0,427,292.11,meet,67.76,-166.76
zone18,13,85.481,1,834.81,180.0,763,292.8,manumit,69.75,-165.94
zone18,7,116.048,1,1140.48,180.0,847,293.49,muzabana,71.73,-165.09
zone18,9,40.736000000000004,1,387.36,180.0,622,294.17,forbad,73.7,-164.22
zone18,9,108.49400000000001,1,1064.94,180.0,526,294.86,araya,75.66,-163.32
zone18,13,1742.921,1,17409.21,180.0,431,295.54,rock,77.61,-162.41
zone18,10,58.784000000000006,1,567.84,180.0,621,296.23,advanc,79.55,-161.47
zone18,9,91.29,1,892.90,180.0,526,296.91,salam,81.48,-160.5
zone18,10,155.659,1,1536.59,180.0,558,297.6,tooth,83.39,-159.52
zone18,13,107.007,1,1050.07,180.0,556,298.29,oppon,85.3,-158.51
zone18,7,40.643,1,386.43,180.0,980,298.97,treatment,87.19,-157.48
zone18,11,161.79500000000002,1,1597.95,180.0,562,299.66,ruqya,89.07,-156.42
zone18,11,83.53300000000002,1,815.33,180.0,535,300.34,yield,90.93,-155.34
zone18,7,76.288,1,742.88,180.0,660,301.03,convey,92.78,-154.24
zone18,8,982.197,1,9801.97,180.0,646,301.71,umaiya,94.62,-153.12
zone18,7,41.566,1,395.66,180.0,417,302.4,seed,96.45,-151.98
zone18,13,301.911,1,2999.11,180.0,529,303.09,gener,98.26,-150.81
zone18,9,174.506,1,1725.06,180.0,556,303.77,sourc,100.06,-149.63
zone18,10,2814.6450000000004,1,28126.45,180.0,739,304.46,ishmael,101.84,-148.42
zone18,13,90.76400000000001,1,887.64,180.0,518,305.14,claim,103.61,-147.19
zone18,8,51.701,1,497.01,180.0,665,305.83,disput,105.37,-145.94
zone18,9,65.522,1,635.22,180.0,726,306.51,charact,107.1,-144.67
zone18,9,121.758,1,1197.58,180.0,514,307.2,saida,108.83,-143.38
zone18,13,265.423,1,2634.23,180.0,614,307.89,ubaida,110.54,-142.06
zone18,8,60.967999999999996,1,589.68,180.0,656,308.57,ransom,112.23,-140.73
zone18,7,138.881,1,1368.81,180.0,754,309.26,hawazin,113.9,-139.38
zone18,11,280.322,1,2783.22,180.0,667,309.94,prison,115.56,-138.0
zone18,8,76.2,1,742.00,180.0,862,310.63,contract,117.21,-136.61
zone18,13,132.308,1,1303.08,180.0,647,311.31,nephew,118.83,-135.2
zone18,10,320.47900000000004,1,3184.79,180.0,1342,312.0,sad_bin_muadh,120.44,-133.77
zone18,8,237.775,1,2357.75,180.0,515,312.69,rifaa,122.04,-132.32
zone18,7,127.156,1,1251.56,180.0,968,313.37,al_qurazi,123.61,-130.85
zone18,9,70.127,1,681.27,180.0,639,314.06,reveal,125.17,-129.36
zone18,13,149.32500000000002,1,1473.25,180.0,331,314.74,woe,126.71,-127.85
zone18,12,288.502,1,2865.02,180.0,426,315.43,judg,128.23,-126.32
zone18,7,132.702,1,1307.02,180.0,1634,316.11,abdullah_bin_kab,129.73,-124.78
zone18,8,102.135,1,1001.35,180.0,428,316.8,hope,131.21,-123.22
zone18,9,76.89800000000001,1,748.98,180.0,892,317.49,instruct,132.68,-121.64
zone18,8,148.381,1,1463.81,180.0,986,318.17,successor,134.13,-120.04
zone18,12,92.378,1,903.78,180.0,431,318.86,omen,135.55,-118.43
zone18,9,235.166,1,2331.66,180.0,629,319.54,archer,136.96,-116.8
zone18,8,287.402,1,2854.02,180.0,551,320.23,invok,138.35,-115.15
zone18,11,144.537,1,1425.37,180.0,828,320.91,an_nadir,139.72,-113.49
zone18,10,629.2170000000001,1,6272.17,180.0,623,321.6,caesar,141.06,-111.81
zone18,9,114.74400000000001,1,1127.44,180.0,818,322.29,al_ahzab,142.39,-110.11
zone18,8,82.693,1,806.93,180.0,879,322.97,byzantin,143.7,-108.4
zone18,7,44.742000000000004,1,427.42,180.0,617,323.66,defeat,144.99,-106.67
zone18,7,58.822,1,568.22,180.0,453,324.34,suit,146.25,-104.93
zone18,11,396.25,1,3942.50,180.0,765,325.03,khosrau,147.5,-103.17
zone18,8,89.90700000000001,1,879.07,180.0,428,325.71,cook,148.72,-101.4
zone18,8,270.264,1,2682.64,180.0,437,326.4,wing,149.93,-99.61
zone18,7,41.46600000000001,1,394.66,180.0,432,327.09,lazi,151.11,-97.81
zone18,8,99.24900000000001,1,972.49,180.0,640,327.77,fatigu,152.27,-95.99
zone18,7,67.665,1,656.65,180.0,548,328.46,drunk,153.4,-94.16
zone18,8,77.34500000000001,1,753.45,180.0,1086,329.14,complexion,154.52,-92.32
zone18,11,2.0,1,0.00,180.0,414,329.83,decre,155.61,-90.47
zone18,8,67.73200000000001,1,657.32,180.0,434,330.51,span,156.69,-88.6
zone18,7,37.848000000000006,1,358.48,180.0,434,331.2,clot,157.74,-86.72
zone18,7,34.042,1,320.42,180.0,754,331.89,wherein,158.76,-84.82
zone18,7,38.771,1,367.71,180.0,540,332.57,fault,159.77,-82.92
zone18,7,38.253,1,362.53,180.0,633,333.26,height,160.75,-81.0
zone18,8,89.58300000000001,1,875.83,180.0,1647,333.94,abdullah_bin_qai,161.7,-79.07
zone18,10,538.216,1,5362.16,180.0,513,334.63,magic,162.64,-77.13
zone18,7,45.099000000000004,1,430.99,180.0,532,335.31,pride,163.55,-75.18
zone18,13,363.50700000000006,1,3615.07,180.0,1858,336.0,abdullah_bin_salam,164.44,-73.21
zone18,7,32.97,1,309.70,180.0,528,336.69,crime,165.3,-71.24
zone18,10,562.361,1,5603.61,180.0,422,337.37,noah,166.14,-69.26
zone18,10,106.577,1,1045.77,180.0,438,338.06,tone,166.96,-67.26
zone18,10,39.908,1,379.08,180.0,536,338.74,index,167.75,-65.26
zone18,7,2.0,1,0.00,180.0,522,339.43,ascens,168.52,-63.25
zone18,8,43.71600000000001,1,417.16,180.0,528,340.11,drank,169.27,-61.23
zone18,7,52.19,1,501.90,180.0,739,340.8,pharaoh,169.99,-59.2
zone18,9,79.267,1,772.67,180.0,636,341.49,tharid,170.68,-57.16
zone18,7,90.06700000000001,1,880.67,180.0,1566,342.17,jonah_bin_matta,171.36,-55.11
zone18,9,234.54600000000002,1,2325.46,180.0,876,342.86,mastigur,172.0,-53.06
zone18,7,94.291,1,922.91,180.0,648,343.54,jundub,172.63,-50.99
zone18,7,115.72500000000001,1,1137.25,180.0,625,344.23,ghifar,173.22,-48.92
zone18,8,136.181,1,1341.81,180.0,302,344.91,adi,173.8,-46.85
zone18,12,89.71000000000001,1,877.10,180.0,506,345.6,dibaj,174.34,-44.76
zone18,9,311.45500000000004,1,3094.55,180.0,854,346.29,casualti,174.87,-42.67
zone18,12,142.53,1,1405.30,180.0,622,346.97,behold,175.37,-40.58
zone18,11,100.791,1,987.91,180.0,757,347.66,patient,175.84,-38.48
zone18,7,53.93300000000001,1,519.33,180.0,520,348.34,qasab,176.29,-36.37
zone18,13,2.0,1,0.00,180.0,326,349.03,sens,176.71,-34.26
zone18,9,113.58,1,1115.80,180.0,1476,349.71,musab_bin_umar,177.11,-32.14
zone18,8,333.54600000000005,1,3315.46,180.0,1059,350.4,difficulti,177.48,-30.02
zone18,7,49.289,1,472.89,180.0,655,351.09,warner,177.83,-27.89
zone18,10,97.98400000000001,1,959.84,180.0,777,351.77,torment,178.15,-25.76
zone18,7,343.877,1,3418.77,180.0,2797,352.46,abdullah_bin_ubai_bin_salul,178.44,-23.63
zone18,8,50.632000000000005,1,486.32,180.0,757,353.14,miserli,178.71,-21.49
zone18,8,149.222,1,1472.22,180.0,529,353.83,dharr,178.96,-19.35
zone18,9,73.62100000000001,1,716.21,180.0,989,354.51,suspicion,179.18,-17.21
zone18,8,131.06900000000002,1,1290.69,180.0,758,355.2,safiyya,179.37,-15.06
zone18,10,515.682,1,5136.82,180.0,542,355.89,hound,179.54,-12.91
zone18,7,62.05700000000001,1,600.57,180.0,448,356.57,unit,179.68,-10.76
zone18,7,101.19200000000001,1,991.92,180.0,650,357.26,tiyara,179.79,-8.61
zone18,8,186.083,1,1840.83,180.0,745,357.94,as_samu,179.88,-6.46
zone18,13,195.306,1,1933.06,180.0,1064,358.63,lake_fount,179.95,-4.31
zone18,8,52.331,1,503.31,180.0,663,359.31,stripe,179.99,-2.15
